 |       | #it{tHq}      | #it{tWH}      | #it{tWZ}      | #it{t#bar{t}}      | #it{t#bar{t}W}      | #it{t#bar{t}Z}      | #it{t#bar{t}H}      | #it{tZq}      | #it{tW}      | Z+jets      | Diboson      | minor bkgs      | minor bkgs |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tHq NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 9 |    NA    | 0.0075521 / -0.00755285 | 0 / 0 | 0 / 0 | -0.0619354 / 0.0618703 | 0 / 0 | 0 / 0 | 0 / 0 | 3.7432e-06 / -3.76763e-06 | 0.0206897 / -0.0206957 | 0 / 0 | 0.0159289 / -0.0159325 | 0 / 0 |
 | JES BJES Response |    NA    | 0.00565509 / -0.00565565 | 0 / 0 | 1.35641e-06 / -1.36675e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00540488 / -0.00540545 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0139796 / 0.0139758 |
 | c-tag Eigenvar. 17 |    NA    | 0.00532705 / -0.00532725 | 0.00583078 / -0.00583099 | 0 / 0 | 0 / 0 | 0.00521314 / -0.00521328 | 0.00584087 / -0.00584107 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00545501 / -0.00545517 |
 | Tau fake shape |    NA    | -0.0144639 / 0.0144623 | -0.0162608 / 0.0162588 | 0 / 0 | 0 / 0 | -0.012523 / 0.0125218 | -0.0165123 / 0.0165101 | -0.0236046 / 0.0236003 | -0.0182644 / 0.0182619 | -0.00996749 / 0.0099667 | 0 / 0 | 0 / 0 | -0.0224052 / 0.0224014 |
 | Tau fake norm. |    NA    | 0.183803 / -0.184678 | 0.105058 / -0.105333 | 0 / 0 | 0 / 0 | 0.121684 / -0.122056 | 0.172456 / -0.173222 | 0.10394 / -0.10421 | 0.0259625 / -0.0259787 | 0 / 0 | 0.0559891 / -0.0560654 | 0.0244848 / -0.0244991 | 0.198371 / -0.199398 |
 | MET soft reso (parp.) |    NA    | 0.00603228 / -0.00603269 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0375111 / 0.0374961 | -0.0084457 / 0.0084449 | 0 / 0 | 0 / 0 |
 | tWH XS |    NA    | 0.0903644 / -0.0914135 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH PS + had. |    NA    | -0.0517393 / 0.0517213 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH #mu_{R} scale |    NA    | -0.0131528 / 0.0131516 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWH #mu_{R} scale |    NA    | -0.0171135 / 0.0171116 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | b-tag Eigenvar. 1 |    NA    | 0 / 0 | -0.00514094 / 0.0051407 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0074651 / -0.00746544 |
 | RNN Tau ID syst. |    NA    | 0 / 0 | 0.0180196 / -0.0180218 | 0 / 0 | 0 / 0 | 0.0156557 / -0.0156574 | 0.0167473 / -0.0167493 | 0.019099 / -0.0191016 | 0 / 0 | 0 / 0 | 0.0116528 / -0.0116538 | 0.00927133 / -0.00927186 | 0 / 0 |
 | tWZ XS |    NA    | 0 / 0 | 0.495628 / -0.497448 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ (alt. DR) |    NA    | 0 / 0 | 0.281903 / -0.282443 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ #mu_{R} scale |    NA    | 0 / 0 | -0.00734781 / 0.00734746 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tWZ #mu_{R} scale |    NA    | 0 / 0 | -0.0119365 / 0.0119355 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES pileup #rho topology |    NA    | 0 / 0 | 0 / 0 | 0.00755067 / -0.0075536 | 0 / 0 | -0.0108189 / 0.0108129 | -0.0094017 / 0.00939713 | 0.0072589 / -0.0072616 | 0.0181716 / -0.0181885 | 0.0241158 / -0.0241456 | 0.0240535 / -0.0240832 | -0.0408905 / 0.0408051 | -0.0588793 / 0.0587025 |
 | t#bar{t} NLO gen. |    NA    | 0 / 0 | 0 / 0 | -0.00956196 / 0.00956075 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER EffectiveNP 5 |    NA    | 0 / 0 | 0 / 0 | 5.03215e-06 / -5.06108e-06 | -0.0512864 / 0.051004 | 0.00442069 / -0.00442285 | -3.29471e-06 / 3.31292e-06 | -0.00506437 / 0.00506146 | -0.00574694 / 0.00574326 | -0.0251288 / 0.0250596 | 0 / 0 | -0.198329 / 0.194557 | 0 / 0 |
 | t#bar{t} FSR |    NA    | 0 / 0 | 0 / 0 | 1.58627e-07 / -1.59355e-07 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JER DataVsMC MC16 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -0.0579583 / 0.0579203 | 0 / 0 | 0 / 0 | -0.00763514 / 0.0076346 | 0 / 0 | -0.00665081 / 0.00665037 | -6.3911e-05 / 6.44577e-05 | 0.222074 / -0.222079 | 0 / 0 |
 | JER EffectiveNP 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -0.059626 / 0.0595969 | -1.61119e-05 / 1.59942e-05 | 0 / 0 | 3.41295e-05 / -3.44137e-05 | 0 / 0 | 0.0157909 / -0.0157928 | 0.00573865 / -0.00573895 | 0.0367507 / -0.0367609 | 0 / 0 |
 | t#bar{t}W XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0.129069 / -0.11924 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -0.0198137 / 0.0198111 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttW #mu_{F} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -0.00713233 / 0.00713208 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -0.0224702 / 0.0224668 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MET soft reso (para.) |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | -3.02004e-06 / 3.02266e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0294169 / 0.0294102 | 0.00561292 / -0.00561318 | 0 / 0 | 0 / 0 |
 | tZq XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0986598 / -0.118561 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NLO gen. + PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.05347 / -0.0534925 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z ISR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0373392 / 0.0373304 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00583181 / -0.00583205 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00622806 / 0.0062278 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00527183 / 0.00527164 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0133706 / 0.0133694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0049772 / -0.00497736 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00923922 / -0.00923979 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00841303 / -0.0084135 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00683181 / -0.00683212 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00781437 / -0.00781477 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0108392 / 0.0108384 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00640529 / 0.00640502 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00655078 / -0.00655107 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0111229 / -0.0111237 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 3 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00652724 / -0.00652752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00776876 / -0.00776917 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00963334 / -0.00963396 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0126932 / -0.0126943 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00610618 / 0.00610593 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00749622 / -0.0074966 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00690009 / 0.00689977 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00537523 / 0.00537504 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00619344 / 0.00619318 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00588316 / -0.00588339 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00662542 / 0.00662513 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 6 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00592091 / 0.00592068 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00921415 / 0.00921358 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00635414 / 0.00635387 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00581722 / -0.00581745 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0094659 / 0.0094653 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00816879 / -0.00816924 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}Z NNPDF 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00514919 / 0.00514901 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0694168 / -0.0992511 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0295872 / 0.0295813 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00910084 / 0.00910032 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | ttH #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0132395 / 0.0132384 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H ISR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00897033 / 0.00896974 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H FSR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0283162 / -0.0283217 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | t#bar{t}H NLO gen. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -1.63502e-06 / 1.63037e-06 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0774859 / -0.0795118 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0375479 / -0.0375568 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00560242 / 0.00560217 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00549363 / 0.00549333 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0118494 / 0.0118484 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00596462 / 0.00596438 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00755343 / 0.00755305 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00940307 / -0.00940366 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 2 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00906668 / 0.00906613 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00814597 / -0.00814642 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0075422 / -0.00754259 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 4 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00576231 / -0.00576253 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00721082 / 0.00721047 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 5 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00737045 / 0.00737009 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 7 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0064078 / 0.00640752 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00596916 / -0.0059694 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 8 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00728186 / -0.00728222 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq NNPDF30 9 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00523079 / 0.00523061 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tZq ISR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.000103856 / 0.000102761 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW XS |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0535563 / -0.0535773 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW (DR vs. DS) |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0971738 / 0.0971044 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW NLO gen. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0423465 / 0.0423338 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW PS + had. |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0570187 / 0.0569971 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00533312 / -0.00533334 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00926484 / -0.00926538 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW ISR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0265942 / -0.0265991 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | tW FSR |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0335081 / -0.0335163 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 |
 | Jet-Vertex-Tagger (JVT) |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.00524807 / 0.00524785 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES pileup pT term |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0131444 / -0.0131457 | 0 / 0 | 0 / 0 | 0 / 0 |
 | JES effective NP modelling 1 |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.0109861 / -0.0109869 | 0.0149214 / -0.014923 | 0 / 0 | -0.025566 / 0.0255615 |
 | Electron energy scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0.00528581 / -0.00528603 | 0 / 0 | 0 / 0 | 0 / 0 |
 | MET soft scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0483588 / 0.0483274 | -0.00749553 / 0.00749471 | 0 / 0 | 0 / 0 |
 | Z+jets #mu_{R} scale |    NA    | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | 0 / 0 | -0.0154011 / 0.0153892 | 0 / 0 | 0 / 0 | 0 / 0 |
